POS_ID;CITY;dl_address;COS_ID
DSM;lampung;dsm.lampung@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;makassar;dsm.makassar@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;malang;dsm.malang@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;manado;dsm.manado@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;mataram;dsm.mataram@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;medan;dsm.medan@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;padang;dsm.padang@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;palembang;dsm.palembang@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;palu;dsm.palu@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;pangkalpinang;dsm.pangkalpinang@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;pekanbaru;dsm.pekanbaru@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;pontianak;dsm.pontianak@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;samarinda;dsm.samarinda@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;semarang;dsm.semarang@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;sumatera;dsm.sumbagsel@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;surabaya;dsm.surabaya@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;yogyakarta;dsm.yogyakarta@ext.homecredit.co.id;3ee22f55-b213-4f60-afb3-bbba8897ee62
DSM;jakarta;esm.operator@ext.homecredit.co.id;d48562a1-39f7-4443-a4f6-3eaad0588720
DESKOPR;jakarta;ext.deskcoll.operator@ext.homecredit.co.id;6138e306-4fc8-436e-9d13-be5f1bf3375a
NULL;jakarta;ext.fieldcoll.agent@ext.homecredit.co.id;-
FC;bandung;fieldcollector.bdg@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;banjarmasin;fieldcollector.bjm@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;bengkulu;fieldcollector.bkl@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;balikpapan;fieldcollector.bpp@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;batam;fieldcollector.btm@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;cirebon;fieldcollector.crb@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;denpasar;fieldcollector.dpr@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;jakarta;fieldcollector.jkt@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;jambi;fieldcollector.jmb@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;yogyakarta;fieldcollector.jog@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;kediri;fieldcollector.kdi@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;lampung;fieldcollector.lpg@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;medan;fieldcollector.mdn@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;makassar;fieldcollector.mks@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;malang;fieldcollector.mlg@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;manado;fieldcollector.mnd@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;mataram;fieldcollector.mtr@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;padang;fieldcollector.pdg@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;pekanbaru;fieldcollector.pkb@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;palembang;fieldcollector.plb@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;palu;fieldcollector.plu@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;pangkalpinang;fieldcollector.ppi@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;pontianak;fieldcollector.ptk@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;surabaya;fieldcollector.sby@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;semarang;fieldcollector.smg@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
FC;samarinda;fieldcollector.smr@ext.homecredit.co.id;593729be-e266-47b2-913c-1ca91167821d
ICCOPR;jakarta;icc.operator@ext.homecredit.co.id;d48562a1-39f7-4443-a4f6-3eaad0588720
INVOPR;jakarta;invoice.operator@ext.homecredit.co.id;d48562a1-39f7-4443-a4f6-3eaad0588720
OCCOPR;jakarta;occ.operator@ext.homecredit.co.id;d48562a1-39f7-4443-a4f6-3eaad0588720
SOSOPR;jakarta;ops.socialmedia@ext.homecredit.co.id;d48562a1-39f7-4443-a4f6-3eaad0588720
OUTOPRPT;jakarta;outboundcc.pt@ext.homecredit.co.id;6138e306-4fc8-436e-9d13-be5f1bf3375a
QAAOPR;jakarta;qaanalyst.pt@ext.homecredit.co.id;6138e306-4fc8-436e-9d13-be5f1bf3375a
REGOPRPT;jakarta;registration.pt@ext.homecredit.co.id;6138e306-4fc8-436e-9d13-be5f1bf3375a
SA;ambon;sa.ambon@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;balikpapan;sa.balikpapan@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;bandung;sa.bandung@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;banjarmasin;sa.banjarmasin@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;batam;sa.batam@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;bengkulu;sa.bengkulu@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;bogor;sa.bogor@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;cirebon;sa.cirebon@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;denpasar;sa.denpasar@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;gorontalo;sa.gorontalo@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;jakarta;sa.jakarta@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;jambi;sa.jambi@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;kediri;sa.kediri@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;kendari;sa.kendari@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;kupang;sa.kupang@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;lampung;sa.lampung@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;makassar;sa.makassar@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;malang;sa.malang@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;manado;sa.manado@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;mataram;sa.mataram@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;medan;sa.medan@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;padang;sa.padang@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;palembang;sa.palembang@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;palu;sa.palu@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;pangkalpinang;sa.pangkalpinang@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;pekanbaru;sa.pekanbaru@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;pontianak;sa.pontianak@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;samarinda;sa.samarinda@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;semarang;sa.semarang@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;surabaya;sa.surabaya@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
SA;yogyakarta;sa.yogyakarta@ext.homecredit.co.id;e00428a1-0c00-11d9-836a-000d93afea2a
TRNADMIN;jakarta;trainingadmin.pt@ext.homecredit.co.id;6138e306-4fc8-436e-9d13-be5f1bf3375a
UWOPR;jakarta;underwriting.operator@ext.homecredit.co.id;d48562a1-39f7-4443-a4f6-3eaad0588720
UWOPRPT;jakarta;underwriting.pt@ext.homecredit.co.id;6138e306-4fc8-436e-9d13-be5f1bf3375a
WELOPR;jakarta;welcomecall@ext.homecredit.co.id;6138e306-4fc8-436e-9d13-be5f1bf3375a
